Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point,Year
Hansboro,North Dakota,3415,US-Canada Border,Jun 2024,Personal Vehicle Passengers,964,49.0,-99.347,POINT (-99.346527 48.999583),2024
Ogdensburg,New York,701,US-Canada Border,Jun 2024,Bus Passengers,504,44.733,-75.458,POINT (-75.4577501759 44.7330898624),2024
Eastport,Maine,103,US-Canada Border,Jun 2024,Pedestrians,37,44.859,-66.98,POINT (-66.98007566 44.8594395785),2024
San Luis,Arizona,2608,US-Mexico Border,Jun 2024,Personal Vehicle Passengers,470017,32.485,-114.782,POINT (-114.7822222 32.485),2024
Massena,New York,704,US-Canada Border,Jun 2024,Trucks,2062,44.991,-74.74,POINT (-74.739722 44.990556),2024
Houlton,Maine,106,US-Canada Border,Jun 2024,Truck Containers Empty,1379,46.135,-67.781,POINT (-67.781288 46.134879),2024
Champlain Rouses Point,New York,712,US-Canada Border,Jun 2024,Trucks,21889,45.009,-73.453,POINT (-73.4526634854 45.0088325953),2024
Raymond,Montana,3301,US-Canada Border,Jun 2024,Personal Vehicle Passengers,4978,48.999,-104.574,POINT (-104.574333 48.999194),2024
Highgate Springs,Vermont,212,US-Canada Border,Jun 2024,Truck Containers Empty,1539,45.015,-73.085,POINT (-73.085037 45.015414),2024
Eastport,Maine,103,US-Canada Border,Jun 2024,Truck Containers Empty,119,44.859,-66.98,POINT (-66.98007566 44.8594395785),2024
Alcan,Alaska,3104,US-Canada Border,Jun 2024,Personal Vehicles,11803,62.615,-141.001,POINT (-141.001444 62.614961),2024
Grand Portage,Minnesota,3613,US-Canada Border,Jun 2024,Bus Passengers,359,48.001,-89.585,POINT (-89.58515 48.001427),2024
Point Roberts,Washington,3017,US-Canada Border,Jun 2024,Buses,18,49.002,-123.068,POINT (-123.068055556 49.0020555547),2024
Northgate,North Dakota,3406,US-Canada Border,Jun 2024,Personal Vehicles,668,48.999,-102.275,POINT (-102.27475 48.998833),2024
Nogales,Arizona,2604,US-Mexico Border,Jun 2024,Trucks,34089,31.333,-110.943,POINT (-110.942516 31.332839),2024
Ferry,Washington,3013,US-Canada Border,Jun 2024,Personal Vehicles,1374,49.0,-118.761,POINT (-118.761166 49.000083),2024
Buffalo Niagara Falls,New York,901,US-Canada Border,Jun 2024,Buses,1082,43.095,-79.056,POINT (-79.055847 43.09549),2024
Sherwood,North Dakota,3414,US-Canada Border,Jun 2024,Truck Containers Loaded,100,48.999,-101.628,POINT (-101.627527 48.999305),2024
Del Rio,Texas,2302,US-Mexico Border,Jun 2024,Trucks,6677,29.327,-100.928,POINT (-100.927612 29.326784),2024
Baudette,Minnesota,3424,US-Canada Border,Jun 2024,Truck Containers Loaded,14,48.719,-94.59,POINT (-94.590467 48.719109),2024
Skagway,Alaska,3103,US-Canada Border,Jun 2024,Personal Vehicle Passengers,19645,59.63,-135.164,POINT (-135.164444 59.629722),2024
Otay Mesa,California,2506,US-Mexico Border,Jun 2024,Pedestrians,259576,32.55,-116.939,POINT (-116.938538 32.55033),2024
Van Buren,Maine,108,US-Canada Border,Jun 2024,Rail Containers Loaded,400,47.16,-67.931,POINT (-67.930799 47.159645),2024
Pembina,North Dakota,3401,US-Canada Border,Jun 2024,Truck Containers Loaded,30943,49.0,-97.237,POINT (-97.237036 49.000453),2024
Sumas,Washington,3009,US-Canada Border,Jun 2024,Train Passengers,57,49.002,-122.265,POINT (-122.264805 49.002388),2024
Nogales,Arizona,2604,US-Mexico Border,Jun 2024,Rail Containers Empty,3082,31.333,-110.943,POINT (-110.942516 31.332839),2024
Roma,Texas,2310,US-Mexico Border,Jun 2024,Personal Vehicles,62443,26.404,-99.019,POINT (-99.018981 26.403928),2024
Del Bonita,Montana,3322,US-Canada Border,Jun 2024,Trucks,75,48.999,-112.788,POINT (-112.78825 48.998555),2024
Port Angeles,Washington,3007,US-Canada Border,Jun 2024,Trucks,29,48.122,-123.431,POINT (-123.430694 48.121858),2024
Sweetgrass,Montana,3310,US-Canada Border,Jun 2024,Buses,8,48.998,-111.96,POINT (-111.959611 48.998388),2024
Skagway,Alaska,3103,US-Canada Border,Jun 2024,Trucks,213,59.63,-135.164,POINT (-135.164444 59.629722),2024
Presidio,Texas,2403,US-Mexico Border,Jun 2024,Buses,140,29.562,-104.395,POINT (-104.394907 29.561827),2024
Lukeville,Arizona,2602,US-Mexico Border,Jun 2024,Personal Vehicle Passengers,111192,31.88,-112.817,POINT (-112.817077 31.880195),2024
Fort Kent,Maine,110,US-Canada Border,Jun 2024,Trucks,878,47.249,-68.604,POINT (-68.603918 47.249206),2024
Scobey,Montana,3309,US-Canada Border,Jun 2024,Truck Containers Loaded,1,49.0,-105.408,POINT (-105.407638 48.999527),2024
Eagle Pass,Texas,2303,US-Mexico Border,Jun 2024,Truck Containers Empty,9142,28.705,-100.512,POINT (-100.511977 28.705483),2024
Pembina,North Dakota,3401,US-Canada Border,Jun 2024,Train Passengers,192,49.0,-97.237,POINT (-97.237036 49.000453),2024
Calexico East,California,2507,US-Mexico Border,Jun 2024,Rail Containers Loaded,23,32.673,-115.388,POINT (-115.388018 32.673389),2024
Westhope,North Dakota,3419,US-Canada Border,Jun 2024,Personal Vehicle Passengers,1101,49.0,-101.017,POINT (-101.017277 48.999611),2024
Santa Teresa,New Mexico,2408,US-Mexico Border,Jun 2024,Personal Vehicles,63194,31.784,-106.679,POINT (-106.679437 31.783939),2024
Portal,North Dakota,3403,US-Canada Border,Jun 2024,Personal Vehicle Passengers,14442,48.999,-102.552,POINT (-102.551944 48.998944),2024
Lancaster,Minnesota,3430,US-Canada Border,Jun 2024,Truck Containers Loaded,8,49.0,-96.801,POINT (-96.800527 49.000194),2024
Carbury,North Dakota,3421,US-Canada Border,Jun 2024,Trucks,18,48.999,-100.556,POINT (-100.555805 48.999416),2024
Laurier,Washington,3016,US-Canada Border,Jun 2024,Buses,1,49.0,-118.224,POINT (-118.223777 49.000083),2024
Whitlash,Montana,3321,US-Canada Border,Jun 2024,Personal Vehicle Passengers,153,48.997,-111.258,POINT (-111.257916 48.99725),2024
Presidio,Texas,2403,US-Mexico Border,Jun 2024,Truck Containers Empty,312,29.562,-104.395,POINT (-104.394907 29.561827),2024
Ogdensburg,New York,701,US-Canada Border,Jun 2024,Truck Containers Empty,640,44.733,-75.458,POINT (-75.4577501759 44.7330898624),2024
Dunseith,North Dakota,3422,US-Canada Border,Jun 2024,Buses,9,48.999,-100.052,POINT (-100.052166 48.999277),2024
Dalton Cache,Alaska,3106,US-Canada Border,Jun 2024,Buses,18,59.451,-136.362,POINT (-136.361944 59.450556),2024
Blaine,Washington,3004,US-Canada Border,Jun 2024,Rail Containers Loaded,7479,48.994,-122.749,POINT (-122.748884 48.994045),2024
Port Angeles,Washington,3007,US-Canada Border,Jun 2024,Buses,5,48.122,-123.431,POINT (-123.430694 48.121858),2024
Trout River,New York,715,US-Canada Border,Jun 2024,Trucks,1008,44.992,-74.308,POINT (-74.308172 44.992058),2024
Progreso,Texas,2309,US-Mexico Border,Jun 2024,Personal Vehicle Passengers,248371,26.062,-97.95,POINT (-97.949958 26.062133),2024
Rio Grande City,Texas,2307,US-Mexico Border,Jun 2024,Personal Vehicle Passengers,74778,26.366,-98.803,POINT (-98.802513 26.365761),2024
Tecate,California,2505,US-Mexico Border,Jun 2024,Pedestrians,75884,32.576,-116.626,POINT (-116.626216 32.576428),2024
Bridgewater,Maine,127,US-Canada Border,Jun 2024,Pedestrians,1,46.45,-67.785,POINT (-67.78484 46.450335),2024
Sault Sainte Marie,Michigan,3803,US-Canada Border,Jun 2024,Train Passengers,60,46.509,-84.361,POINT (-84.360833 46.508611),2024
Highgate Springs,Vermont,212,US-Canada Border,Jun 2024,Rail Containers Empty,88,45.015,-73.085,POINT (-73.085037 45.015414),2024
Ambrose,North Dakota,3410,US-Canada Border,Jun 2024,Truck Containers Empty,2,48.999,-103.487,POINT (-103.486555 48.999305),2024
Trout River,New York,715,US-Canada Border,Jun 2024,Personal Vehicles,12593,44.992,-74.308,POINT (-74.308172 44.992058),2024
Hansboro,North Dakota,3415,US-Canada Border,Jun 2024,Trucks,37,49.0,-99.347,POINT (-99.346527 48.999583),2024
Dalton Cache,Alaska,3106,US-Canada Border,Jun 2024,Truck Containers Loaded,31,59.451,-136.362,POINT (-136.361944 59.450556),2024
Trout River,New York,715,US-Canada Border,Jun 2024,Rail Containers Loaded,1957,44.992,-74.308,POINT (-74.308172 44.992058),2024
Neche,North Dakota,3404,US-Canada Border,Jun 2024,Personal Vehicles,1610,49.001,-97.557,POINT (-97.557333 49.000527),2024
Calais,Maine,115,US-Canada Border,Jun 2024,Personal Vehicle Passengers,89119,45.189,-67.275,POINT (-67.275381 45.188548),2024
Jackman,Maine,104,US-Canada Border,Jun 2024,Rail Containers Loaded,1565,45.806,-70.397,POINT (-70.396722 45.805661),2024
Walhalla,North Dakota,3407,US-Canada Border,Jun 2024,Truck Containers Empty,485,49.0,-97.908,POINT (-97.908416 49.000472),2024
Naco,Arizona,2603,US-Mexico Border,Jun 2024,Personal Vehicles,26406,31.334,-109.948,POINT (-109.948413 31.334084),2024
Frontier,Washington,3020,US-Canada Border,Jun 2024,Truck Containers Empty,1531,49.0,-117.832,POINT (-117.831527 49.0005),2024
International Falls,Minnesota,3604,US-Canada Border,Jun 2024,Bus Passengers,274,48.608,-93.401,POINT (-93.401355 48.6078),2024
Blaine,Washington,3004,US-Canada Border,Jun 2024,Trains,176,48.994,-122.749,POINT (-122.748884 48.994045),2024
Bridgewater,Maine,127,US-Canada Border,Jun 2024,Truck Containers Loaded,88,46.45,-67.785,POINT (-67.78484 46.450335),2024
Dunseith,North Dakota,3422,US-Canada Border,Jun 2024,Truck Containers Loaded,3160,48.999,-100.052,POINT (-100.052166 48.999277),2024
Sumas,Washington,3009,US-Canada Border,Jun 2024,Rail Containers Empty,321,49.002,-122.265,POINT (-122.264805 49.002388),2024
Detroit,Michigan,3801,US-Canada Border,Jun 2024,Personal Vehicle Passengers,554240,42.332,-83.048,POINT (-83.047924 42.331685),2024
Detroit,Michigan,3801,US-Canada Border,Jun 2024,Trains,129,42.332,-83.048,POINT (-83.047924 42.331685),2024
Jackman,Maine,104,US-Canada Border,Jun 2024,Truck Containers Loaded,3119,45.806,-70.397,POINT (-70.396722 45.805661),2024
Northgate,North Dakota,3406,US-Canada Border,Jun 2024,Train Passengers,66,48.999,-102.275,POINT (-102.27475 48.998833),2024
Ambrose,North Dakota,3410,US-Canada Border,Jun 2024,Personal Vehicle Passengers,173,48.999,-103.487,POINT (-103.486555 48.999305),2024
Roma,Texas,2310,US-Mexico Border,Jun 2024,Buses,43,26.404,-99.019,POINT (-99.018981 26.403928),2024
Limestone,Maine,118,US-Canada Border,Jun 2024,Trucks,164,46.925,-67.79,POINT (-67.789597 46.924555),2024
Turner,Montana,3306,US-Canada Border,Jun 2024,Truck Containers Loaded,15,49.0,-108.388,POINT (-108.387916 48.999527),2024
Pinecreek,Minnesota,3425,US-Canada Border,Jun 2024,Truck Containers Empty,3,49.0,-95.978,POINT (-95.977694 48.999916),2024
Opheim,Montana,3317,US-Canada Border,Jun 2024,Truck Containers Empty,10,49.0,-106.378,POINT (-106.377583 48.999527),2024
Champlain Rouses Point,New York,712,US-Canada Border,Jun 2024,Personal Vehicle Passengers,224071,45.009,-73.453,POINT (-73.4526634854 45.0088325953),2024
Kenneth G Ward,Washington,3023,US-Canada Border,Jun 2024,Trucks,3736,49.002,-122.485,POINT (-122.485027 49.002277),2024
Oroville,Washington,3019,US-Canada Border,Jun 2024,Truck Containers Empty,740,49.0,-119.462,POINT (-119.461833 49.000083),2024
Richford,Vermont,203,US-Canada Border,Jun 2024,Truck Containers Empty,121,45.012,-72.589,POINT (-72.588559 45.01174),2024
Laurier,Washington,3016,US-Canada Border,Jun 2024,Rail Containers Empty,17,49.0,-118.224,POINT (-118.223777 49.000083),2024
Sault Sainte Marie,Michigan,3803,US-Canada Border,Jun 2024,Truck Containers Loaded,3957,46.509,-84.361,POINT (-84.360833 46.508611),2024
Port Huron,Michigan,3802,US-Canada Border,Jun 2024,Trains,287,42.999,-82.424,POINT (-82.423611 42.998611),2024
Baudette,Minnesota,3424,US-Canada Border,Jun 2024,Pedestrians,36,48.719,-94.59,POINT (-94.590467 48.719109),2024
Warroad,Minnesota,3423,US-Canada Border,Jun 2024,Personal Vehicle Passengers,16037,48.999,-95.377,POINT (-95.376555 48.999),2024
Kenneth G Ward,Washington,3023,US-Canada Border,Jun 2024,Truck Containers Empty,3268,49.002,-122.485,POINT (-122.485027 49.002277),2024
Trout River,New York,715,US-Canada Border,Jun 2024,Bus Passengers,87,44.992,-74.308,POINT (-74.308172 44.992058),2024
Skagway,Alaska,3103,US-Canada Border,Jun 2024,Bus Passengers,51269,59.63,-135.164,POINT (-135.164444 59.629722),2024
Santa Teresa,New Mexico,2408,US-Mexico Border,Jun 2024,Buses,71,31.784,-106.679,POINT (-106.679437 31.783939),2024
Danville,Washington,3012,US-Canada Border,Jun 2024,Truck Containers Empty,30,49.0,-118.504,POINT (-118.503722 49.000083),2024
Roseau,Minnesota,3426,US-Canada Border,Jun 2024,Personal Vehicle Passengers,6181,49.0,-95.766,POINT (-95.766469 48.999538),2024
Alexandria Bay,New York,708,US-Canada Border,Jun 2024,Truck Containers Empty,2097,44.347,-75.984,POINT (-75.983592 44.347229),2024
Van Buren,Maine,108,US-Canada Border,Jun 2024,Trucks,1624,47.16,-67.931,POINT (-67.930799 47.159645),2024
Brownsville,Texas,2301,US-Mexico Border,Jun 2024,Personal Vehicle Passengers,703633,25.952,-97.401,POINT (-97.40067 25.95155),2024
Detroit,Michigan,3801,US-Canada Border,Jun 2024,Buses,627,42.332,-83.048,POINT (-83.047924 42.331685),2024
Maida,North Dakota,3416,US-Canada Border,Jun 2024,Trucks,24,49.0,-98.365,POINT (-98.36525 49.00025),2024
International Falls,Minnesota,3604,US-Canada Border,Jun 2024,Rail Containers Empty,14296,48.608,-93.401,POINT (-93.401355 48.6078),2024
Norton,Vermont,211,US-Canada Border,Jun 2024,Personal Vehicle Passengers,3264,45.011,-71.793,POINT (-71.793219 45.010771),2024
Richford,Vermont,203,US-Canada Border,Jun 2024,Personal Vehicles,7492,45.012,-72.589,POINT (-72.588559 45.01174),2024
Roosville,Montana,3318,US-Canada Border,Jun 2024,Personal Vehicle Passengers,29231,49.0,-115.056,POINT (-115.056027 48.999638),2024
San Luis,Arizona,2608,US-Mexico Border,Jun 2024,Trucks,3479,32.485,-114.782,POINT (-114.7822222 32.485),2024
Columbus,New Mexico,2406,US-Mexico Border,Jun 2024,Trucks,1053,31.784,-107.628,POINT (-107.627948 31.783742),2024
Piegan,Montana,3316,US-Canada Border,Jun 2024,Truck Containers Empty,31,48.998,-113.379,POINT (-113.378777 48.998083),2024
Blaine,Washington,3004,US-Canada Border,Jun 2024,Bus Passengers,14001,48.994,-122.749,POINT (-122.748884 48.994045),2024
Fort Kent,Maine,110,US-Canada Border,Jun 2024,Pedestrians,87,47.249,-68.604,POINT (-68.603918 47.249206),2024
Oroville,Washington,3019,US-Canada Border,Jun 2024,Buses,4,49.0,-119.462,POINT (-119.461833 49.000083),2024
El Paso,Texas,2402,US-Mexico Border,Jun 2024,Pedestrians,372425,31.764,-106.451,POINT (-106.451188 31.764363),2024
Sarles,North Dakota,3409,US-Canada Border,Jun 2024,Personal Vehicles,229,49.0,-98.938,POINT (-98.938361 49.000027),2024
Norton,Vermont,211,US-Canada Border,Jun 2024,Trains,11,45.011,-71.793,POINT (-71.793219 45.010771),2024
Calais,Maine,115,US-Canada Border,Jun 2024,Trains,16,45.189,-67.275,POINT (-67.275381 45.188548),2024
Laurier,Washington,3016,US-Canada Border,Jun 2024,Truck Containers Empty,311,49.0,-118.224,POINT (-118.223777 49.000083),2024
Progreso,Texas,2309,US-Mexico Border,Jun 2024,Pedestrians,85395,26.062,-97.95,POINT (-97.949958 26.062133),2024
Port Huron,Michigan,3802,US-Canada Border,Jun 2024,Personal Vehicle Passengers,201761,42.999,-82.424,POINT (-82.423611 42.998611),2024
Buffalo Niagara Falls,New York,901,US-Canada Border,Jun 2024,Train Passengers,2416,43.095,-79.056,POINT (-79.055847 43.09549),2024
Pembina,North Dakota,3401,US-Canada Border,Jun 2024,Bus Passengers,483,49.0,-97.237,POINT (-97.237036 49.000453),2024
Eagle Pass,Texas,2303,US-Mexico Border,Jun 2024,Pedestrians,78010,28.705,-100.512,POINT (-100.511977 28.705483),2024
Sumas,Washington,3009,US-Canada Border,Jun 2024,Personal Vehicle Passengers,91189,49.002,-122.265,POINT (-122.264805 49.002388),2024
Sweetgrass,Montana,3310,US-Canada Border,Jun 2024,Truck Containers Loaded,18093,48.998,-111.96,POINT (-111.959611 48.998388),2024
Portal,North Dakota,3403,US-Canada Border,Jun 2024,Trucks,8541,48.999,-102.552,POINT (-102.551944 48.998944),2024
Rio Grande City,Texas,2307,US-Mexico Border,Jun 2024,Personal Vehicles,36020,26.366,-98.803,POINT (-98.802513 26.365761),2024
Piegan,Montana,3316,US-Canada Border,Jun 2024,Personal Vehicle Passengers,32465,48.998,-113.379,POINT (-113.378777 48.998083),2024
Wildhorse,Montana,3323,US-Canada Border,Jun 2024,Truck Containers Loaded,30,48.999,-110.215,POINT (-110.215083 48.999361),2024
Eastport,Idaho,3302,US-Canada Border,Jun 2024,Truck Containers Empty,1409,49.001,-116.181,POINT (-116.181027 49.000555),2024
Calexico,California,2503,US-Mexico Border,Jun 2024,Personal Vehicle Passengers,756503,32.673,-115.388,POINT (-115.388018 32.673389),2024
Limestone,Maine,118,US-Canada Border,Jun 2024,Truck Containers Empty,142,46.925,-67.79,POINT (-67.789597 46.924555),2024
Roma,Texas,2310,US-Mexico Border,Jun 2024,Personal Vehicle Passengers,117091,26.404,-99.019,POINT (-99.018981 26.403928),2024
Tornillo,Texas,2404,US-Mexico Border,Jun 2024,Truck Containers Empty,518,31.435,-106.143,POINT (-106.142669 31.435334),2024
Portal,North Dakota,3403,US-Canada Border,Jun 2024,Personal Vehicles,6624,48.999,-102.552,POINT (-102.551944 48.998944),2024
International Falls,Minnesota,3604,US-Canada Border,Jun 2024,Truck Containers Loaded,2213,48.608,-93.401,POINT (-93.401355 48.6078),2024
Warroad,Minnesota,3423,US-Canada Border,Jun 2024,Trucks,489,48.999,-95.377,POINT (-95.376555 48.999),2024
Beecher Falls,Vermont,206,US-Canada Border,Jun 2024,Truck Containers Loaded,309,45.013,-71.505,POINT (-71.505309 45.013411),2024
Houlton,Maine,106,US-Canada Border,Jun 2024,Personal Vehicle Passengers,32932,46.135,-67.781,POINT (-67.781288 46.134879),2024
Antler,North Dakota,3413,US-Canada Border,Jun 2024,Trucks,77,48.999,-101.296,POINT (-101.296055 48.999472),2024
Fortuna,North Dakota,3417,US-Canada Border,Jun 2024,Truck Containers Empty,115,49.0,-103.809,POINT (-103.80925 48.999555),2024
Del Bonita,Montana,3322,US-Canada Border,Jun 2024,Personal Vehicle Passengers,3082,48.999,-112.788,POINT (-112.78825 48.998555),2024
Sherwood,North Dakota,3414,US-Canada Border,Jun 2024,Truck Containers Empty,188,48.999,-101.628,POINT (-101.627527 48.999305),2024
Laredo,Texas,2304,US-Mexico Border,Jun 2024,Trains,346,27.5,-99.507,POINT (-99.507412 27.499561),2024
Massena,New York,704,US-Canada Border,Jun 2024,Personal Vehicle Passengers,129513,44.991,-74.74,POINT (-74.739722 44.990556),2024
Douglas,Arizona,2601,US-Mexico Border,Jun 2024,Buses,11,31.334,-109.56,POINT (-109.560344 31.334043),2024
Boundary,Washington,3015,US-Canada Border,Jun 2024,Personal Vehicle Passengers,2608,49.001,-117.628,POINT (-117.627583 49.00075),2024
Calexico East,California,2507,US-Mexico Border,Jun 2024,Trains,17,32.673,-115.388,POINT (-115.388018 32.673389),2024
Sasabe,Arizona,2606,US-Mexico Border,Jun 2024,Personal Vehicle Passengers,1136,31.483,-111.544,POINT (-111.544363 31.483039),2024
Metaline Falls,Washington,3025,US-Canada Border,Jun 2024,Truck Containers Loaded,178,49.0,-117.299,POINT (-117.299444 48.999972),2024
Derby Line,Vermont,209,US-Canada Border,Jun 2024,Personal Vehicles,44146,45.006,-72.099,POINT (-72.099279 45.005739),2024
Columbus,New Mexico,2406,US-Mexico Border,Jun 2024,Personal Vehicle Passengers,71249,31.784,-107.628,POINT (-107.627948 31.783742),2024
Vanceboro,Maine,105,US-Canada Border,Jun 2024,Rail Containers Loaded,4483,45.569,-67.429,POINT (-67.428541 45.568761),2024
Nighthawk,Washington,3011,US-Canada Border,Jun 2024,Pedestrians,11,49.0,-119.671,POINT (-119.67103 49.000144),2024
Antler,North Dakota,3413,US-Canada Border,Jun 2024,Personal Vehicle Passengers,831,48.999,-101.296,POINT (-101.296055 48.999472),2024
Alexandria Bay,New York,708,US-Canada Border,Jun 2024,Bus Passengers,615,44.347,-75.984,POINT (-75.983592 44.347229),2024
Brownsville,Texas,2301,US-Mexico Border,Jun 2024,Rail Containers Loaded,1127,25.952,-97.401,POINT (-97.40067 25.95155),2024
Richford,Vermont,203,US-Canada Border,Jun 2024,Buses,2,45.012,-72.589,POINT (-72.588559 45.01174),2024
Hidalgo,Texas,2305,US-Mexico Border,Jun 2024,Trucks,55944,26.095,-98.271,POINT (-98.271092 26.095032),2024
Cape Vincent,New York,706,US-Canada Border,Jun 2024,Personal Vehicles,648,44.135,-76.352,POINT (-76.352489 44.134917),2024
